full name,title,qualifications,primary specialty,practice areas,regions covered,photo url,source url,bio
Professor Tim Underwood,Consultant Upper Gastrointestinal (GI) Surgeon,"FRCS, PhD, MRCS, MBBS, BSc, Consultant Upper Gastrointestinal (GI) Surgeon",Personal Injury,Personal Injury; Clinical Negligence,Nationwide,https://www.mccollumconsultants.com/wp-content/uploads/2025/07/Tim-CG.jpg,https://www.mccollumconsultants.com/expert-witness/tim-underwood/,"Consultant Upper Gastrointestinal (GI) Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Abdominal Wall Surgery, Bariatric Surgery, Cancer Treatment, Gastro Oesophageal Reflux Disease (GORD), Immunodeficiencies, Laparoscopy. Covers Nationwide. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Venkat Mahesh,Consultant Physician & Gastroenterologist,"MBBS, MRCP(UK), FEBGH, PGDip (Clin.Nutr), Consultant Physician & Gastroenterologist",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2022/01/venkat-Maheshgrey-background9-1-e1650534396423.jpg,https://www.mccollumconsultants.com/expert-witness/venkat-mahesh/,"Consultant Physician & Gastroenterologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Artificial Feeding, Barrett's Oesophagus, Colonoscopy, Diaphragm Disorders, Duodenum Conditions, Dyspepsia. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr David Iles,Consultant Subspecialist Urogynaecologist,"MD, MRCOG, MBChB, BSc (Hons), CCT with Subspecialist Accreditation in Urogynaecology, Consultant Subspecialist Urogynaecologist",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2026/07/David-Iles_CG.jpg,https://www.mccollumconsultants.com/expert-witness/david-iles/,"Consultant Subspecialist Urogynaecologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Bladder Conditions, Bladder Pain, Colposuspension, Cystocele, Gynaecology, Mesh Erosion. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Gerald Collins,Consultant Urological Surgeon,"MB BCh BAO, FRCS (Ed), FRCS (Glas), MD FRCS (Urol), Consultant Urological Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2026/04/G_Collins_001_CG.jpg,https://www.mccollumconsultants.com/expert-witness/gerald-collins/,"Consultant Urological Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Benign Prostatic Hyperplasia (BPH), Bladder Cancer, General Urology, Interstitial Cystitis, Kidney Cancer, Prostate Cancer. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Sachin Malde,Consultant Urological Surgeon,"BSc, MBBS, MRCS, MSc(Urol), FRCS(Urol), Consultant Urological Surgeon",Personal Injury,Personal Injury; Clinical Negligence,London,https://www.mccollumconsultants.com/wp-content/uploads/2025/03/Sachin_Mal_001_G.jpg,https://www.mccollumconsultants.com/expert-witness/sachin-malde/,"Consultant Urological Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Benign Prostatic Hyperplasia (BPH), Cauda Equina Syndrome, Prostate Cancer, Urinary Incontinence, Urinary Tract Infections (UTI), Urodynamic Studies. Covers London. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Guy Webster,Consultant Urological Surgeon,"MB ChB, FRCS Ed, Eng, FRCS (Urol), FEBU, Consultant Urological Surgeon",Personal Injury,Personal Injury; Clinical Negligence,London,,https://www.mccollumconsultants.com/expert-witness/guy-webster/,"Consultant Urological Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Laparoscopy, Medical Circumcision, Nephrectomy, Penile Surgery, Renal Surgery, Urology. Covers London. Listing sourced from McCollum Consultants; awaiting claim and verification."
Professor Vijay Sangar,Consultant Urologist,"B.Sc.(Hons), MB ChB, FRCS, MD, Diploma Laparoscopic Surgery, Consultant Urologist",Personal Injury,Personal Injury; Clinical Negligence,North West,,https://www.mccollumconsultants.com/expert-witness/professor-vijay-sangar/,"Consultant Urologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Benign Prostatic Hyperplasia (BPH), Bladder Cancer, Brachytherapy, Erectile Dysfunction, Male Infertility, Penile Cancer. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Graham Young,Consultant Urological Surgeon,"MA, BM, BCh, PhD, FRCS (Urol), Consultant Urological Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_6741GC.jpg,https://www.mccollumconsultants.com/expert-witness/graham-young-urologist/,"Consultant Urological Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Andrology, Benign Prostatic Hyperplasia (BPH), Bladder Cancer, Bladder Conditions, Catheterisation, Cystitis. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Sarah Ibitoye,Acute and Perioperative Medicine Consultant,"MBChB, MRCP(UK), MSc, PGDip, PGA, Acute and Perioperative Medicine Consultant",Personal Injury,Personal Injury; Clinical Negligence,South West,,https://www.mccollumconsultants.com/expert-witness/sarah-ibitoye/,"Acute and Perioperative Medicine Consultant, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute Kidney Injury (AKI), Acute Medicine, Adult Resuscitation, Cardiac Arrhythmias, Deep Vein Thrombosis (DVT), Diabetic Ketoacidosis. Covers South West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Neil Hunter,Consultant Physician,"MBChB, MRCP (UK), MRCP (Edin), FRCPE, Consultant Physician",Personal Injury,Personal Injury; Clinical Negligence,Scotland,https://www.mccollumconsultants.com/wp-content/uploads/2025/09/Neil-Hunter_CG.jpg,https://www.mccollumconsultants.com/expert-witness/neil-hunter/,"Consultant Physician, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute ischaemic stroke, Acute Medicine, General Internal Medicine, Geriatric Medicine, Hyperacute stroke care, Intracerebral haemorrhage. Covers Scotland. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Phillip Jacobs,Consultant Physician,"MB ChB, MRCP, PG Cert, Consultant Physician, Acute & General Medicine",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2025/09/Phil_Jacobs_CG.jpg,https://www.mccollumconsultants.com/expert-witness/phillip-jacobs/,"Consultant Physician, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute Kidney Injury (AKI), Acute Medicine, Deep Vein Thrombosis (DVT), General Internal Medicine, Pulmonary Embolism (PE), Sepsis. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Aakash K Pandya,Consultant in Acute and General Medicine,"MBBS (Distinction), BSc (Hons), MRCP (Acute/London), AFFLM (DLM), ILM Certificate in Leadership & Management, Capsticks Diploma in Clinical Risk & Claims management, Consultant in Acute and General Medicine",Personal Injury,Personal Injury; Clinical Negligence,London; North West,https://www.mccollumconsultants.com/wp-content/uploads/2024/06/Akash-P_CG.jpg,https://www.mccollumconsultants.com/expert-witness/aakash-k-pandya/,"Consultant in Acute and General Medicine, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute Internal Medicine, Acute Medicine, Critical Care, Critical Care Medicine, Emergency Medicine Diagnostics, Emergency/Acute Medicine. Covers London, North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Jeremy Lewis,Consultant in Acute and General Medicine,"MSc(Hons), BMedSci(Hons), BMBS, MRCP, CSO, RCP, CCT, Consultant in Acute and General Medicine",Personal Injury,Personal Injury; Clinical Negligence,East Midlands,https://www.mccollumconsultants.com/wp-content/uploads/2023/11/Dr-Jeremy-Lewis_crop_Grey.jpg,https://www.mccollumconsultants.com/expert-witness/jeremy-lewis/,"Consultant in Acute and General Medicine, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute Internal Medicine, Acute Kidney Injury (AKI), Acute Management, Acute Medicine, Acute Respiratory Distress (ARDS), Adult Resuscitation. Covers East Midlands. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Tamer Al-Sayed,Consultant in Acute Medicine with a Renal Subspecialty,"MB, ChB, MA, FRCP, FACP, MRCP (Nephrology), MRCP (ECNEPH), SCE (Acute Medicine), PG Cert (PGME), Consultant in Acute Medicine with a Renal Subspecialty",Personal Injury,Personal Injury; Clinical Negligence,North West,,https://www.mccollumconsultants.com/expert-witness/tamer-al-sayed/,"Consultant in Acute Medicine with a Renal Subspecialty, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute Internal Medicine, Acute Kidney Injury (AKI), Acute Medicine, Acute Oncology Emergencies, Adult Resuscitation, General Internal Medicine. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Joshua Gladman,Consultant in Allergy,"MBBS MSc (Allergy) BMedSc (Hons) MRCP (UK) AFHEA, Consultant in Allergy",Personal Injury,Personal Injury; Clinical Negligence; Housing Disrepair (Damp & Mould),London,https://www.mccollumconsultants.com/wp-content/uploads/2026/04/Joshua-Gladman_Headshot_CG.jpg,https://www.mccollumconsultants.com/expert-witness/joshua-gladman/,"Consultant in Allergy, providing expert witness reports for personal injury, clinical negligence, housing disrepair (damp & mould) cases. Clinical expertise: Adverse Reactions, Allergen Immunotherapy, Allergy, Anaphylaxis, Drug Allergy, Food Allergy. Covers London. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Benoy N Shah,Consultant Cardiologist,"BSc, MBBS, MD(Res), FBCS, FRCP, FESC, Consultant Cardiologist",Personal Injury,Personal Injury; Clinical Negligence,South East,https://www.mccollumconsultants.com/wp-content/uploads/2026/05/B-Shah_CG.jpg,https://www.mccollumconsultants.com/expert-witness/benoy-n-shah/,"Consultant Cardiologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Atrial fibrillation, Blood Pressure, Cardiology, Echocardiography, Heart Arrhythmias, Heart Failure. Covers South East. Listing sourced from McCollum Consultants; awaiting claim and verification."
Professor Aneil Malhotra,Consultant Cardiologist,"FESC FBSE PhD MB BChir MA (Cantab) MSc (Medical Leadership) MRCP(UK), Consultant Cardiologist",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2026/04/Aniel_Malholtra_CG.jpg,https://www.mccollumconsultants.com/expert-witness/aneil-malhotra/,"Consultant Cardiologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Anomalous Coronary Arteries, Arrhythmia, Arrhythmogenic Cardiomyopathy, Athlete Screening, Atrial fibrillation, Cardiac Arrythmias. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Bikash Bhojnagarwala,Consultant Neonatologist with Special Interest in Neonatal and Pediatric Cardiology,"MBBS, DCH, MRCP, FRCPCH, PGCert Med Education (UCL), Consultant Neonatologist with Special Interest in Neonatal and Pediatric Cardiology",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2025/11/Bikash-Bhojnagarwala-CG.jpg,https://www.mccollumconsultants.com/expert-witness/bikash-bhojnagarwala/,"Consultant Neonatologist with Special Interest in Neonatal and Pediatric Cardiology, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Consultant Neonatologist, Neonatal Cardiology, Neonatal Haemodynamics, Neonatal Intensive Care, Neonatology, Paediatric Cardiology. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Bhavik Modi,Consultant Interventional Cardiologist,"MA(Cantab), MBBS(Hons), MRCP, PhD, FHEA, Consultant Interventional Cardiologist",Personal Injury,Personal Injury; Clinical Negligence,London,https://www.mccollumconsultants.com/wp-content/uploads/2025/01/Bavik-Modi-CG.jpg,https://www.mccollumconsultants.com/expert-witness/bhavik-modi/,"Consultant Interventional Cardiologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Angina, Angiogram, Angioplasty, Cardiology, Coronary Artery Disease, Heart Failure. Covers London. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Pramod Nair,Consultant Paediatrician,"MBBS, DCH, FCPS, FRCPCH (UK), Consultant Paediatrician",Personal Injury,Personal Injury; Clinical Negligence,South East,https://www.mccollumconsultants.com/wp-content/uploads/2026/07/Pramod-Nair_CG.jpg,https://www.mccollumconsultants.com/expert-witness/pramod-nair/,"Consultant Paediatrician, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Allergy Testing, Asthma, Child Development, Child's Health, ECMO, Haemangiomas. Covers South East. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Oliver Segal,Consultant Cardiologist & Electrophysiologist,"MBBS, MRCP, MD, FHRS, FRCP, Consultant Cardiologist & Electrophysiologist",Personal Injury,Personal Injury; Clinical Negligence,London,https://www.mccollumconsultants.com/wp-content/uploads/2023/10/Oliver-Segal_Grey-C2s.jpg,https://www.mccollumconsultants.com/expert-witness/consultant-cardiologist-electrophysiologist/,"Consultant Cardiologist & Electrophysiologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Ablation, Arrhythmia, Atrial fibrillation, Atrial Flutter, Cardiology, Catheter Ablation. Covers London. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Jaydeep Sarma,Consultant Interventional Cardiologist,"MA (Hons), MB BChir (Cantab), PhD (Edin), FRCP (Lon), Consultant Interventional Cardiologist",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/05/JAYDEEP-SARMA-120525-CG.jpg,https://www.mccollumconsultants.com/expert-witness/jaydeep-sarma/,"Consultant Interventional Cardiologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Aneurysm, Angiogram, Angioplasty, Balloon Angioplasty, Cardiology, Central Line. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
